quarter,department,day,team,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,productivity_met
Quarter2,sweing,Thursday,7,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Thursday,8,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Thursday,2,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Thursday,5,0.7,'\'(4.01-4.45]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Thursday,2,0.8,'\'(26.41-29.75]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Thursday,3,0.8,'\'(18.505-22.19]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Thursday,12,0.8,'\'(11.51-18.505]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Thursday,6,0.8,'\'(4.45-11.51]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Thursday,10,0.75,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,finishing,Thursday,10,0.75,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Thursday,8,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Thursday,3,0.75,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(8.5-17.5]\'',0
Quarter2,finishing,Thursday,7,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Thursday,11,0.8,'\'(4.01-4.45]\'','\'(-inf-930]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Thursday,11,0.35,'\'(11.51-18.505]\'','\'(10290-inf)\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',0
Quarter2,sweing,Thursday,5,0.7,'\'(29.75-inf)\'','\'(9630-10290]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(56.75-57.75]\'',0
Quarter2,finishing,Saturday,1,0.8,'\'(3.92-4.01]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Saturday,3,0.75,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(8.5-17.5]\'',1
Quarter2,finishing,Saturday,4,0.8,'\'(3.92-4.01]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,finishing,Saturday,9,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Saturday,9,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Saturday,7,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Saturday,8,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Saturday,10,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Saturday,11,0.8,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Saturday,2,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Saturday,4,0.8,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Saturday,2,0.8,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(56.75-57.75]\'',1
Quarter2,sweing,Saturday,12,0.8,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Saturday,6,0.8,'\'(4.45-11.51]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Saturday,1,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Saturday,10,0.8,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,sweing,Saturday,3,0.75,'\'(18.505-22.19]\'','\'(6997.5-9630]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Saturday,11,0.5,'\'(11.51-18.505]\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Saturday,7,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Saturday,8,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Saturday,5,0.5,'\'(18.505-22.19]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',0
Quarter2,finishing,Saturday,5,0.5,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Sunday,3,0.75,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Sunday,4,0.8,'\'(3.92-4.01]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Sunday,9,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,finishing,Sunday,1,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Sunday,9,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Sunday,1,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Sunday,7,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Sunday,8,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Sunday,10,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Sunday,2,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Sunday,6,0.8,'\'(4.45-11.51]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Sunday,12,0.8,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Sunday,2,0.8,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,sweing,Sunday,10,0.8,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,sweing,Sunday,3,0.8,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',0
Quarter2,finishing,Sunday,11,0.8,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Sunday,8,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Sunday,5,0.5,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Sunday,11,0.6,'\'(11.51-18.505]\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Sunday,6,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Sunday,7,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Sunday,4,0.8,'\'(29.75-inf)\'','\'(10290-inf)\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,sweing,Sunday,5,0.6,'\'(18.505-22.19]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(56.75-57.75]\'',0
Quarter2,finishing,Monday,1,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Monday,4,0.35,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,finishing,Monday,3,0.8,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(8.5-17.5]\'',1
Quarter2,finishing,Monday,2,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Monday,9,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Monday,1,0.8,'\'(22.735-26.41]\'','\'(6997.5-9630]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Monday,9,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Monday,7,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Monday,8,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Monday,6,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Monday,5,0.65,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Monday,3,0.8,'\'(18.505-22.19]\'','\'(9630-10290]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Monday,6,0.8,'\'(4.45-11.51]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Monday,12,0.8,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Monday,2,0.8,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,finishing,Monday,8,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Monday,10,0.8,'\'(29.75-inf)\'','\'(6870-6997.5]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,sweing,Monday,5,0.65,'\'(18.505-22.19]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Monday,11,0.65,'\'(11.51-18.505]\'','\'(6997.5-9630]\'','\'(39-49.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',0
Quarter2,finishing,Monday,7,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Monday,11,0.8,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Monday,4,0.35,'\'(22.19-22.735]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Monday,10,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Tuesday,4,0.35,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(8.5-17.5]\'',1
Quarter2,finishing,Tuesday,1,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Tuesday,10,0.8,'\'(3.92-4.01]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,finishing,Tuesday,3,0.8,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(8.5-17.5]\'',1
Quarter2,finishing,Tuesday,9,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Tuesday,1,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Tuesday,9,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Tuesday,8,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(56.75-57.75]\'',1
Quarter2,sweing,Tuesday,7,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Tuesday,5,0.65,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Tuesday,2,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Tuesday,6,0.8,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Tuesday,12,0.8,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Tuesday,2,0.8,'\'(26.41-29.75]\'','\'(10290-inf)\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,sweing,Tuesday,3,0.8,'\'(29.75-inf)\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',0
Quarter2,finishing,Tuesday,8,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Tuesday,7,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,finishing,Tuesday,11,0.8,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Tuesday,11,0.7,'\'(26.41-29.75]\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',0
Quarter2,sweing,Tuesday,5,0.7,'\'(18.505-22.19]\'','\'(10290-inf)\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',0
Quarter2,sweing,Tuesday,4,0.5,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,sweing,Tuesday,10,0.35,'\'(22.19-22.735]\'','\'(9630-10290]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Wednesday,11,0.8,'\'(4.01-4.45]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Wednesday,4,0.35,'\'(4.01-4.45]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Wednesday,7,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Wednesday,1,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Wednesday,5,0.65,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(8.5-17.5]\'',1
Quarter2,finishing,Wednesday,9,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Wednesday,9,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Wednesday,8,0.8,'\'(22.735-26.41]\'','\'(9630-10290]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Wednesday,7,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,finishing,Wednesday,3,0.8,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter2,sweing,Wednesday,12,0.8,'\'(11.51-18.505]\'','\'(2220-3375]\'','\'(49.5-62.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Wednesday,6,0.8,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter2,sweing,Wednesday,1,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,sweing,Wednesday,5,0.7,'\'(18.505-22.19]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
Quarter2,finishing,Wednesday,8,0.8,'\'(-inf-3.92]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Wednesday,4,0.6,'\'(22.19-22.735]\'','\'(4110-5730]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(56.75-57.75]\'',1
Quarter2,sweing,Wednesday,10,0.5,'\'(22.19-22.735]\'','\'(3375-4110]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',0
Quarter2,sweing,Wednesday,11,0.35,'\'(11.51-18.505]\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(49.5-56.75]\'',1
Quarter2,finishing,Wednesday,10,0.8,'\'(3.92-4.01]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter2,sweing,Wednesday,2,0.8,'\'(29.75-inf)\'','\'(4110-5730]\'','\'(10.5-39]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(56.75-57.75]\'',0
Quarter2,finishing,Wednesday,2,0.8,'\'(3.92-4.01]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',0
Quarter3,finishing,Thursday,4,0.35,'\'(4.01-4.45]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter3,finishing,Thursday,10,0.8,'\'(3.92-4.01]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(17.5-49.5]\'',1
Quarter3,finishing,Thursday,1,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter3,finishing,Thursday,5,0.65,'\'(4.01-4.45]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter3,finishing,Thursday,9,0.8,'\'(3.92-4.01]\'','\'(1380-1500]\'','\'(-inf-10.5]\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(-inf-8.5]\'',1
Quarter3,sweing,Thursday,1,0.8,'\'(22.735-26.41]\'','\'(10290-inf)\'','\'(62.5-inf)\'','\'(-inf-1]\'','\'(-inf-5]\'',0,'\'(57.75-inf)\'',1
